Path,Transcript,Intended Words,Produced Words,IPA,Error Category,Error Labels,IPA_Transcript,Child
processed_audio/annotated_word_segments_ngram/uid_WXRuAJyMuAViHCpYPRVffOrexB03_sid_H4UzBBUu9GcvIGFhnpPB_1742774655_195799037_ngram_segment_2.wav,This They,They,,,Correct,[],ðɪs ðeɪ,WXRuAJyMuAViHCpYPRVffOrexB03
processed_audio/annotated_word_segments_ngram/uid_WXRuAJyMuAViHCpYPRVffOrexB03_sid_H4UzBBUu9GcvIGFhnpPB_1742774655_195799037_ngram_segment_3.wav,This They nap,nap,,,Correct,[],ðɪs ðeɪ næp,WXRuAJyMuAViHCpYPRVffOrexB03
processed_audio/annotated_word_segments_ngram/uid_WXRuAJyMuAViHCpYPRVffOrexB03_sid_H4UzBBUu9GcvIGFhnpPB_1742774655_195799037_ngram_segment_4.wav,They nap on,under,on,ɑn,Mixed Error+Orthographic Sub.+Disfluency Error+Phonological,"['Contextual', 'Repair', 'Consonant Omission', 'Vowel Omission']",ðeɪ næp ɑn,WXRuAJyMuAViHCpYPRVffOrexB03
processed_audio/annotated_word_segments_ngram/uid_WXRuAJyMuAViHCpYPRVffOrexB03_sid_H4UzBBUu9GcvIGFhnpPB_1742774655_195799037_ngram_segment_5.wav,nap on under,under,,,Correct,[],næp ɑn ʌndər,WXRuAJyMuAViHCpYPRVffOrexB03
processed_audio/annotated_word_segments_ngram/uid_WXRuAJyMuAViHCpYPRVffOrexB03_sid_H4UzBBUu9GcvIGFhnpPB_1742774655_195799037_ngram_segment_6.wav,on under the,the,,,Correct,[],ɑn ʌndər ðɪ,WXRuAJyMuAViHCpYPRVffOrexB03
processed_audio/annotated_word_segments_ngram/uid_WXRuAJyMuAViHCpYPRVffOrexB03_sid_H4UzBBUu9GcvIGFhnpPB_1742774655_195799037_ngram_segment_7.wav,under the s.stɑɹz,stars,,s.stɑɹz,Disfluency Error,['Stutter'],ʌndər ðɪ s.stɑɹz,WXRuAJyMuAViHCpYPRVffOrexB03
processed_audio/annotated_word_segments_ngram/uid_WXRuAJyMuAViHCpYPRVffOrexB03_sid_H4UzBBUu9GcvIGFhnpPB_1742774655_195799037_ngram_segment_8.wav,the s.stɑɹz and,and,,,Correct,[],ðɪ s.stɑɹz ʌnd,WXRuAJyMuAViHCpYPRVffOrexB03
processed_audio/annotated_word_segments_ngram/uid_WXRuAJyMuAViHCpYPRVffOrexB03_sid_H4UzBBUu9GcvIGFhnpPB_1742774655_195799037_ngram_segment_9.wav,s.stɑɹz and dream,dream,,,Correct,[],s.stɑɹz ʌnd dɹim,WXRuAJyMuAViHCpYPRVffOrexB03
processed_audio/annotated_word_segments_ngram/uid_WXRuAJyMuAViHCpYPRVffOrexB03_sid_H4UzBBUu9GcvIGFhnpPB_1742774655_195799037_ngram_segment_10.wav,and dream big,big,,,Correct,[],ʌnd dɹim bɪg,WXRuAJyMuAViHCpYPRVffOrexB03
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799038_ngram_segment_1.wav,Teddy,Teddy,,,Correct,[],tɛdi,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799038_ngram_segment_2.wav,Teddy and,and,,,Correct,[],tɛdi ʌnd,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799038_ngram_segment_3.wav,Teddy and Max,Max,,,Correct,[],tɛdi ʌnd mæks,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799038_ngram_segment_4.wav,and Max were,were,,,Correct,[],ʌnd mæks wər,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799038_ngram_segment_5.wav,Max were two,two,,,Correct,[],mæks wər tu,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799038_ngram_segment_6.wav,were two tʃɪɹ.tʃɪɹfəl,cheerful,,tʃɪɹ.tʃɪɹfəl,Disfluency Error,['Stutter'],wər tu tʃɪɹ.tʃɪɹfəl,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799038_ngram_segment_7.wav,two tʃɪɹ.tʃɪɹfəl dogs,dogs,,,Correct,[],tu tʃɪɹ.tʃɪɹfəl dɔgz,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799038_ngram_segment_8.wav,tʃɪɹ.tʃɪɹfəl dogs living,living,,,Correct,[],tʃɪɹ.tʃɪɹfəl dɔgz lɪvɪŋ,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799038_ngram_segment_9.wav,dogs living on,on,,,Correct,[],dɔgz lɪvɪŋ ˈɑn,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799038_ngram_segment_10.wav,living on a,a,,,Correct,[],lɪvɪŋ ˈɑn ʌ,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799038_ngram_segment_11.wav,on a green,green,,,Correct,[],ˈɑn ʌ gɹin,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799038_ngram_segment_12.wav,a green farm,farm,,,Correct,[],ʌ gɹin fɑɹm,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799039_ngram_segment_1.wav,Teddy,Teddy,,,Correct,[],tɛdi,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799039_ngram_segment_2.wav,Teddy was,was,,,Correct,[],tɛdi wʌz,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799039_ngram_segment_3.wav,Teddy was curious,curious,,,Correct,[],tɛdi wʌz kjəriʌs,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799039_ngram_segment_4.wav,was curious and,and,,,Correct,[],wʌz kjəriʌs ʌnd,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799039_ngram_segment_5.wav,curious and blouder,bolder,blouder,bloʊdəɹ,Orthographic Error,['Left Right Tracking Substitution'],kjəriʌs ʌnd bloʊdəɹ,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799039_ngram_segment_6.wav,and blouder always,always,,,Correct,[],ʌnd bloʊdəɹ ɑlwʌz,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799039_ngram_segment_7.wav,blouder always leading,leading,,,Correct,[],bloʊdəɹ ɑlwʌz lɛdɪŋ,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799039_ngram_segment_8.wav,always leading the,their,the,ðə,Mixed Error+Disfluency Error+Phonological+Orthographic Sub.,"['Repair', 'Vowel Substitution', 'Contextual']",ɑlwʌz lɛdɪŋ ðə,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799039_ngram_segment_9.wav,leading the their,their,,,Correct,[],lɛdɪŋ ðə ðər,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799039_ngram_segment_10.wav,the their ɪnvɛntʃəɹz,adventures,,ɪnvɛntʃəɹz,Phonological Error,"['Consonant Substitution', 'Vowel Substitution']",ðə ðər ɪnvɛntʃəɹz,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799040_ngram_segment_1.wav,Max,Max,,,Correct,[],mæks,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799040_ngram_segment_2.wav,Max was,was,,,Correct,[],mæks wʌz,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799040_ngram_segment_3.wav,Max was s.|sparking,clever,s.|sparking,s.|spɑɹkɪŋ,Mixed Error+Orthographic Sub.+Disfluency Error+Phonological,"['Unrelated', 'Repair', 'Consonant Substitution', 'Vowel Substitution', 'Consonant Insertion', 'Stutter', 'Broken Word']",mæks wʌz s.|spɑɹkɪŋ,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799040_ngram_segment_4.wav,was s.|sparking Max,Max,,,Disfluency Error,['Word Repetition'],wʌz s.|spɑɹkɪŋ mæks,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799040_ngram_segment_5.wav,s.|sparking Max was,was,,,Disfluency Error,['Word Repetition'],s.|spɑɹkɪŋ mæks wʌz,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799040_ngram_segment_6.wav,Max was clever,clever,,,Correct,[],mæks wʌz klɛvər,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799040_ngram_segment_7.wav,was clever fɪɡjəɹɪ,figuring,,fɪɡjəɹɪ,Phonological Error,['Consonant Omission'],wʌz klɛvər fɪɡjəɹɪ,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799040_ngram_segment_8.wav,clever fɪɡjəɹɪ out,out,,,Mixed Error+Run-on Word+Disfluency Error,['Repair'],klɛvər fɪɡjəɹɪ aʊt,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799040_ngram_segment_9.wav,fɪɡjəɹɪ out figuring,figuring,,,Correct,[],fɪɡjəɹɪ aʊt fɪgərɪŋ,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799040_ngram_segment_10.wav,out figuring out,out,,,Correct,[],aʊt fɪgərɪŋ aʊt,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799040_ngram_segment_11.wav,figuring out the,the,,,Correct,[],fɪgərɪŋ aʊt ðɪ,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799040_ngram_segment_12.wav,out the tik|t,trickiest,tik|t,tɪk|t,Mixed Error+Disfluency Error+Phonological,"['Repair', 'Broken Word', 'Consonant Omission', 'Vowel Omission']",aʊt ðɪ tɪk|t,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799040_ngram_segment_13.wav,the tik|t trickist,trickiest,trickist,tɹɪkɪts,Mixed Error+Orthographic Sub.+Phonological,"['Left Right Tracking', 'Vowel Omission', 'Vowel Substitution']",ðɪ tɪk|t tɹɪkɪts,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799040_ngram_segment_14.wav,tik|t trickist paths,paths,,,Correct,[],tɪk|t tɹɪkɪts pæθs,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799041_ngram_segment_1.wav,One,One,,,Correct,[],wʌn,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799041_ngram_segment_2.wav,One day,day,,,Correct,[],wʌn deɪ,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799041_ngram_segment_3.wav,One day they,they,,,Correct,[],wʌn deɪ ðeɪ,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799041_ngram_segment_4.wav,day they found,found,,,Correct,[],deɪ ðeɪ faʊnd,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799041_ngram_segment_5.wav,they found a,a,,,Correct,[],ðeɪ faʊnd ʌ,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799041_ngram_segment_6.wav,found a spɑɹ.spɑɹklɪŋ,sparkling,,spɑɹ.spɑɹklɪŋ,Disfluency Error,['Stutter'],faʊnd ʌ spɑɹ.spɑɹklɪŋ,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799041_ngram_segment_7.wav,a spɑɹ.spɑɹklɪŋ river,river,,,Correct,[],ʌ spɑɹ.spɑɹklɪŋ ɹaɪvər,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799042_ngram_segment_1.wav,Teddy,Teddy,,,Correct,[],tɛdi,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799042_ngram_segment_2.wav,Teddy and,dared,and,ɛənd,Mixed Error+Orthographic Sub.+Phonological,"['Unrelated', 'Vowel Insertion', 'Consonant Omission', 'Vowel Substitution', 'Consonant Substitution']",tɛdi ɛənd,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799042_ngram_segment_3.wav,Teddy and Max,Max,,,Disfluency Error,['Repair'],tɛdi ɛənd mæks,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799042_ngram_segment_4.wav,and Max Teddy,Teddy,,,Disfluency Error,['Word Repetition'],ɛənd mæks tɛdi,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799042_ngram_segment_5.wav,Max Teddy dared,dared,,,Correct,[],mæks tɛdi dɛɹd,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799042_ngram_segment_6.wav,Teddy dared Max,Max,,,Disfluency Error,['Word Repetition'],tɛdi dɛɹd mæks,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799042_ngram_segment_7.wav,dared Max Let's,Let's,,,Correct,[],dɛɹd mæks lˈɛts,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799042_ngram_segment_8.wav,Max Let's go,,go,goʊ,Structural Error,['Word Insertion'],mæks lˈɛts goʊ,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799042_ngram_segment_9.wav,Let's go see,see,,,Correct,[],lˈɛts goʊ si,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799042_ngram_segment_10.wav,go see who,who,,,Correct,[],goʊ si hˈu,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799042_ngram_segment_11.wav,see who jumps,jumps,,,Correct,[],si hˈu dʒʌmps,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799042_ngram_segment_12.wav,who jumps the,the,,,Correct,[],hˈu dʒʌmps ðɪ,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799042_ngram_segment_13.wav,jumps the fɑɹdɪst,farthest,,fɑɹdɪst,Phonological Error,['Consonant Substitution'],dʒʌmps ðɪ fɑɹdɪst,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799043_ngram_segment_1.wav,They,They,,,Correct,[],ðeɪ,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799043_ngram_segment_2.wav,They bəʊf,both,,bəʊf,Phonological Error,['Consonant Substitution'],ðeɪ bəʊf,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799043_ngram_segment_3.wav,They bəʊf ran,ran,,,Correct,[],ðeɪ bəʊf ɹæn,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799043_ngram_segment_4.wav,bəʊf ran fast,fast,,,Correct,[],bəʊf ɹæn fæst,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799043_ngram_segment_5.wav,ran fast splashing,splashing,,,Correct,[],ɹæn fæst splˈæʃɪŋ,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799043_ngram_segment_6.wav,fast splashing to,into,to,tə,Mixed Error+Orthographic Sub.+Phonological+Run-on Word,"['Contextual', 'Consonant Omission', 'Vowel Omission']",fæst splˈæʃɪŋ tə,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799043_ngram_segment_7.wav,splashing to the,the,,,Correct,[],splˈæʃɪŋ tə ðɪ,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799043_ngram_segment_8.wav,to the cool,cool,,,Correct,[],tə ðɪ kul,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799043_ngram_segment_9.wav,the cool water,water,,,Correct,[],ðɪ kul wɔtʌɹ,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799044_ngram_segment_1.wav,Teddy,Teddy,,,Correct,[],tɛdi,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799044_ngram_segment_2.wav,Teddy splashed,splashed,,,Correct,[],tɛdi splˈæʃt,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799044_ngram_segment_3.wav,Teddy splashed higher,higher,,,Correct,[],tɛdi splˈæʃt haɪər,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799044_ngram_segment_4.wav,splashed higher while,while,,,Correct,[],splˈæʃt haɪər waɪl,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799044_ngram_segment_5.wav,higher while Max,Max,,,Correct,[],haɪər waɪl mæks,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799044_ngram_segment_6.wav,while Max was,,was,wʌz,Structural Error,['Word Insertion'],waɪl mæks wʌz,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799044_ngram_segment_7.wav,Max was the,the,,,Correct,[],mæks wʌz ðɪ,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799044_ngram_segment_8.wav,was the fast,fastest,fast,fæst,Mixed Error+Phonological+Grammatical,"['Consonant Omission', 'Vowel Omission', 'Omission']",wʌz ðɪ fæst,uJ59YClhDZUuJsN0vsDR1GRv6pu1
processed_audio/annotated_word_segments_ngram/uid_uJ59YClhDZUuJsN0vsDR1GRv6pu1_sid_9aQcNlrmXoeI8N7VSq3c_1742872549_195799044_ngram_segment_9.wav,the fast swimmer,swimmer,,,Disfluency Error,['Repair'],ðɪ fæst swɪmər,uJ59YClhDZUuJsN0vsDR1GRv6pu1
